"tweet_text","dataset"
"RT @YMG_RUDEY: RT @iimMellow: @YMG_RUDEY Lol I'm light on the INK. My fear of needles are finished.<lmfaoooo 6' (cont) http://tl.gd/4hepo","twitter_cikm_2010"
"Campus Brand Ambassador (Georgia Institute of Technology): We are looking for part time brand ambassadors that are enthu http://url4.eu/p2yW","twitter_cikm_2010"
"@Michelle_Potter Simming with a friend sounds like a lot of fun! Playing Sims is always about sharing ;)","twitter_cikm_2010"
"Dat was some good sleep","twitter_cikm_2010"
"I subscribed to MariBabyMusic's channel on YouTube http://bit.ly/1uPlQ0","twitter_cikm_2010"
"My God was on my side and I was ready to go. ~~Ezra #quote http://bit.ly/yoXbM","twitter_cikm_2010"
"Fair and 83 F at Fort Worth, Meacham International Airport, TX:  Winds are South at 5.8 MPH (5 KT). The pressure is..  http://s2z.us/gy.htm","twitter_cikm_2010"
"asat drdo proven tech dating back 2007
but drdo themselves say upa had political will test modi did
let’ acknowledge that","Twitter Sentiments Dataset"
"um @cutebutpsycho76? RT @RockForKids Final day to bid on a VERY rare U2 Signed guitar for Rock For Kids http://tinyurl.com/lubhlj","twitter_cikm_2010"
"@JESUS1stPromos thanks for the RT ?","twitter_cikm_2010"
"When since? Why jamaicans always flipping shit ...damn immigrants. Im a natural born citizen can you say the same","twitter_cikm_2010"
"@Taffeman werd. whats gOod homie. whats going on .. on campus?","twitter_cikm_2010"
"@DaleAlison I was told that. Probably why I now have both arms done! I just hate it when peeps judge a book by its cover, too shallow 4 me.","twitter_cikm_2010"
"St pierre would take hardy and swick on and beat them. Neither is a contender","twitter_cikm_2010"
"@deecatur & the sisters kinna argued so I bounced with alyssa","twitter_cikm_2010"
"So much stuff falling into place....it's a positive feeling ","Sentiment140"
"Home from job #1 spending time with the boys before I have to dive into job #2.","twitter_cikm_2010"
"Just get a ladder and stick it up there.","twitter_cikm_2010"
"RT @miss_RampinShop: RT @BreadStyFly: Only if I were a mind reader I would kno everything that's wrong but I'm (cont) http://tl.gd/ag9h9","twitter_cikm_2010"
"My wife reports: Just saw 3 streakers with pumpkins on their heads running down fremont.","twitter_cikm_2010"
"@LSBollinger13 I'd pick your nose. I would, but only if you ate them.","twitter_cikm_2010"
"@HappyTwilighter ""ummm... ok..."" what kind of reaction is that?!?! That calls for a HELL YAH! :D","twitter_cikm_2010"
"I want a diesel ","Sentiment140"
"movie night tomorrow with the buds ","Sentiment140"
"@YodaIam1 the school","twitter_cikm_2010"
"@reketa Who? What? A 6 legged monkey? (Looking sleepily around Twitter)","twitter_cikm_2010"
"Lost my phone ","Sentiment140"
"@elizadushku just post pics and we can follow!  Just like @MrTeller did!","twitter_cikm_2010"
"@SteelCityHacker just something similar. Plz! ;)","twitter_cikm_2010"
"@HEART_DESTROYED. If I was coming at u I would had said it..u need to chill out","twitter_cikm_2010"
"@stchurch @giantjesus @bethevirus @joshbueno @jackalopekid @arcoarena @CitipointeLive Welcome my newest Twitter followers! Thanks ","Sentiment140"
"I think happy hour should last until at least 8pm.","twitter_cikm_2010"
"@CuttyBang nevermind... there you are. so you can just change the name and it's still the same account?","twitter_cikm_2010"
"@CinddyCastle not even the Fuhrer!!!!!!!","twitter_cikm_2010"
"need gallons of coffe  another sleepless night ","Sentiment140"
"Robot Nine As Televisions Get Thinner And Lighter... http://bit.ly/2c3qLg","twitter_cikm_2010"
"yay,my aunt is coming down Friday to have a talk with me.I cant wait for that to happen.Then we are going out for dinner.Isn't she grand. ","Sentiment140"
"I would *love* to be aslep right now!  ","Sentiment140"
"I'm not a stranger u are, I bbm u every day and u never respond :(  RT @TrussFund: @vivalabrooklyn sup stranger","twitter_cikm_2010"
"@DerekDeAngelis yeah son we poppin bottles","twitter_cikm_2010"
"@apgmusicgroup welcome to the madness","twitter_cikm_2010"
"@cutegingerbread http://tweetphoto.com/5674931 Love the bag girl. I want one ;-)","twitter_cikm_2010"
"Updating My Works Social Networking Outlets...Grrrr I Hate That It Gets In The Way Of Updating My Own!!! :~)","twitter_cikm_2010"
"Oh and to my family back out in Cali, I love & miss you. To all my friends here, who have become kind of an extended family, much love","twitter_cikm_2010"
"@iheartmc ill be there sister!!  can't wait to see you! I miss you so much! When I come, let's road trip to Disneyland. Remember aj!? Ewww","Sentiment140"
"@paigeh666 haha thats ok, well i happen to have a yellow submarine passing by my house right now, i'll get in it and come pick you up ","Sentiment140"
"Lab Responds to Eros and Nomine: Lab's Naked Trademarking and Copyright Preemption defenses explained by Jessica Hol... http://bit.ly/2lQjII","twitter_cikm_2010"
"@fitzthemighty wear your helmet.","twitter_cikm_2010"
"@kelseyraeALLday i have gay wow at 7 until 11 my time, then to the gfs because i think i have to work with my dad in the morning ","Sentiment140"
"I'm so drunk at the 80s party and ain't nody even here damn","twitter_cikm_2010"
"@martharotter The guy in my chipper know's my order ","Sentiment140"
"BTW, I now pronounce that the Kanye West and Taylor Swift story is dead...  Life has to move on now!","twitter_cikm_2010"
"@adriarichards Apart from the blank space in what i do & in the footer, what do u think I can do to improve the design? http://bit.ly/2O6MHE","twitter_cikm_2010"
"@mexinja - HAHAHA","twitter_cikm_2010"
"@AllDayVA thx 4 the #ff!  Greatly appreciated!","twitter_cikm_2010"
"@culturesclothes Heeey I want in on this music! Lol  http://myloc.me/1kQ3H","twitter_cikm_2010"
"New ideas are brewing. Musings on the decade just past & a positive outlook for the future. RT @loudpaper: http://tinyurl.com/y8vpubx","twitter_cikm_2010"
"Uuh! too much sushi, frogs legs, and sweet and sour chicken, way too full :P","twitter_cikm_2010"
"@TRENDSETACEDES if you got to ask that question than I would say no blood. Lol.","twitter_cikm_2010"
"IM HOT!  .. and bored    want something to do.","Sentiment140"
"Can't share details of reality show yet.  As it is still in the works we have been asked to zip it.","twitter_cikm_2010"
"@dopekidjay i would get the vernis pomme, its so ""nobodyhasthisHA"" LOL. i really want, i can give u a authentic site for vintage keepalls","twitter_cikm_2010"
"Food for thought! http://bit.ly/2l0WQZ It is #aboutourchildren isnt' it?","twitter_cikm_2010"
"“Fish Where the Fish Are” No Longer Applies http://ff.im/-8ncvp","twitter_cikm_2010"
"Another big thank you to the @shufflegazine team, you did a wonderful job, you are what makes Shufflegazine special ","Sentiment140"
"@FabuL0uS_Me are you going to help me on my take home final? For micro","twitter_cikm_2010"
"I don't have time for this http://myloc.me/3PA35","twitter_cikm_2010"
"38th Notes: Dope New Music From Sandman of The Attik: The Attik is/was one of the best hip-hop crews in the Bay.. http://bit.ly/1x0cld","twitter_cikm_2010"
"shoot the bars","twitter_cikm_2010"
"@jbuff5clock Honestly? I fell tonight &amp; I have cuts all over my knees &amp; face.  And you? LOL!","Sentiment140"
"RT @KendallGuilburt: When people show you who they are… Believe them…","twitter_cikm_2010"
"Dave Trouten, what a dick! Hnatyk hates cheesy realtors.","twitter_cikm_2010"
"Delivered a package to the wrong address. No harm done--thank god for that--but I feel soooooooo guilty ","Sentiment140"
"Jessica Watson crosses the equator on solo sailing adventure: The 16-year-old Queenslander, who is trying to be.. http://bit.ly/yD1yY","twitter_cikm_2010"
"@SWISHERdreams its confirmed","twitter_cikm_2010"
"@jaredcarrasco Haha, get wild JC...","twitter_cikm_2010"
"Obama in Fabian Window?  http://canadafreepress.com/index.php/article/13999  #tcot #ac2c #military","twitter_cikm_2010"
"@margiehanson @Saroora76 try hot crepes with nutella filling - yum yum!","twitter_cikm_2010"
"i have a sore tail bone    haha and tonsilitis. i'm falling apart!","Sentiment140"
"@psytraveller Looking forward to the new magazine here in Kuala Lumpur ","Sentiment140"
"RT @radflagstaff: Gas N Go to Flagstaff this weekend (incl $50 Gas card) http://lnk.ms/08mxm and don&# ... http://lnk.ms/2rYf6","twitter_cikm_2010"
"@525671 Hi, have you received any emails about your order? ^AT","Customer Support on Twitter"
"Twilight New Moon ST will be # 1 on next week's album chart. Also watch Owl City jump into the Top 10 http://tinyurl.com/4yyyvp","twitter_cikm_2010"
"The gym is kicking me out bc there closing early","twitter_cikm_2010"
"firetruck and paramedic outside. no stickers. shucks.  *happy half birthday to me*","Sentiment140"
"@sportspickle u mean fire @omarepps","twitter_cikm_2010"
"@MISTR3SSOFTHICK. No birthday sex????","twitter_cikm_2010"
"asks for your confirmation..  http://plurk.com/p/xwqqr","Sentiment140"
"#fact women masturbate if they can't get none, or they use a giant vibrater instead, rabbit anyone lol","twitter_cikm_2010"
"Let go Dwight (40 Pts). I just WITNESSED MAGIC {LMAO} ","Sentiment140"
"@hawtx Hopefully, yes. Then I will be the only one and thus the cutest.","twitter_cikm_2010"
"they are scared the repercussions they speak against modi and the bhakts they will called antinationals better keep quiet enjoy the subsidized canteen liquor desh jaye bhaad kya farak padta hai","Twitter Sentiments Dataset"
"Man, that Motorola Droid looks better every day.  I am even getting used the the idea of Verizon.  The search for my new phone may be over.","twitter_cikm_2010"
"@Simply_GiGi well den u need to stop holdin out lol I need my big bottle lol","twitter_cikm_2010"
"Reading through retention schedules for various public records. I doubt some agencies are aware of how long they have to keep documents.","twitter_cikm_2010"
"Can babies play on the computer? This answers the question on many parent's minds http://tinyurl.com/ycpugbd","twitter_cikm_2010"
"RT @mzT0XiiK: RT @chocolate_BARBY: Shout/out to all my followers hit me* up don't b scurrred<she never speaks--haa ya damnn right!!","twitter_cikm_2010"
"@AmazonHelp Je pense oui, même si je n'ai pas vraiment fait attention aux mails précédents","Customer Support on Twitter"
"yo que queria ir a caminar y la lluvia no me dejó :/","twitter_cikm_2010"
"On a 1 to 10 she's a certified 20 http://myloc.me/2FEcN","twitter_cikm_2010"
"@kalyan02 I know, but I don think people will need to look at your CGPA !! ","Sentiment140"
"like i did...:)","twitter_cikm_2010"
"@brandonleblanc I loved the core.. however the science involved was brain meltingly bad :P","twitter_cikm_2010"
"I am a Jay Z fan...True Indeed, But I sense a ""Jay-Z Overload"" on the way.","twitter_cikm_2010"
"Guys who oversleeps daily is one of turn-offs.","twitter_cikm_2010"
"@Missnubiandiva lol we must be cousins then cuz I dreamed that I went on maury and barack turned out 2 be my daddy! Lol","twitter_cikm_2010"
"RT @KhadijahThaDiva: GM 2 My Fellas have a good day @ZIPLOC718 @afrkanblak @RocRay @ZoHova @DapaDon @darealdream @ (cont) http://tl.gd/589pc","twitter_cikm_2010"
"@TatTat32 oh ok ttyl then","twitter_cikm_2010"
"@beanmace well said. Min is a holier than thou twat","twitter_cikm_2010"
"@brwneyedbratbry sorry honey.  I think u need some TLC. I made it home.","Sentiment140"
"@tinydeww aww i'm sorry to hear that. I was like that yesterday.  *hugs*","Sentiment140"
"Wo hop for lunch is diff from wo hop at 4AM","twitter_cikm_2010"
"GoodIdeaGreg DJ's, use audio cables with black connectors #clubrules Cut down on lighting reflections in the booth http://bit.ly/q8bqI","twitter_cikm_2010"
"good morning long day ahead of me gunna read till fockey games at 3 hahaha ive got so much 2 do till school...regrets of takng AP classes","twitter_cikm_2010"
"This pony tailed man in my Spanish class does not shut up. He's about to get hoed out by everyone in my class","twitter_cikm_2010"
"Kinda sad I didn't get to see my honey, but there's always tomorrow *cough,cough* ;)","twitter_cikm_2010"
"LSU holding on to small lead over Georgia entering the second half.","twitter_cikm_2010"
"Just stop in to say hello to my fellow twits...","twitter_cikm_2010"
"RT @CELEB_MiSSHONEY: @EvrythngzNicCcE lmao iiqht qemme directions ! | damn u hungry lmaoo","twitter_cikm_2010"
"Sooo.....my friends baby shower started @ 4...why she aint even there yet and telling me to hurry up","twitter_cikm_2010"
"#Dodgers also adding Trayvon Robinson to the 40 -- that's not a surprise at all.","twitter_cikm_2010"
"I'm getting really tired of my guy friends only wanting to text me when they are drunk and horny. #fuckyourscene","twitter_cikm_2010"
"SDSU gets off its first shot in the 28th minute, but Jessica Gordon missed wide left.","twitter_cikm_2010"
"And he's talking bout how it has 3 bathrooms and 2 different entrances wrap around balcony. Where did u get that paper from","twitter_cikm_2010"
"@TravisHair I thought he was talking about the penalty box in womens hockey...maybe your right he was talking ice dancing","twitter_cikm_2010"
"DR test failed last night but I was able to get the site running at DR site manually.  Investigating #SRM issues now. #VMWare","twitter_cikm_2010"
"@Beaker That sounds gamey - any fur still attached?","twitter_cikm_2010"
"Trying to stay upbeat while I wait to get my keys out of my locked car ","Sentiment140"
"Start now Holidays! 4 days to resting I lov it! ","Sentiment140"
"and he's completely not even taking your feelings into consideration if he has the nerve to laugh at you ","Sentiment140"
"Some charismatic megafauna to brighten your day: Cancer in wildlife, normally rare, signals toxic dangers. http://is.gd/2Ce7A","twitter_cikm_2010"
"All this talk about snow n I don't see it sticking, what's really going on?","twitter_cikm_2010"
"The only person God gives us the power to change is ourselves.","twitter_cikm_2010"
"@whitneyEVEport. Season 3?","twitter_cikm_2010"
"@lisaarec let me see if i can find an ""unofficial"" release.","twitter_cikm_2010"
"@Rodneylucas good thing I'm in a Volvo station wagon the police rarely see...(downshifting). Ok here we go","twitter_cikm_2010"
"RT @msvybe916: RT @BelascoBlack@MrLingo @Mamajen916 @msvybe916 @Bacardi_Queen @SelfLM @ospis @NorCalChika @dextah @Geeohhdee33 @flave1 # ...","twitter_cikm_2010"
"nigeria football federation technical director died at 58  ","Twitter Toxic Tweets"
"@tnvora Totally enjoyed reading @UpbeatNow 's post ""Titanic and the power of storytelling"" at @activegarage http://bit.ly/2S8kUd","twitter_cikm_2010"
"@CHIC3Lives u wuld hav been there.. Onli if u didn't wear those uggs last nite!! Smh...","twitter_cikm_2010"
"Another paid lunch by the beast that work @ the job","twitter_cikm_2010"
"@ItsBeenMyTime I need that new Gucci asap!!","twitter_cikm_2010"
"@jessyka_d http://twitpic.com/pelym - nice! I was having a crap ""pity me"" day when I got this link! Thanx for sharing it w/ others!","twitter_cikm_2010"
"RT @AshyLBowz: Hip hop is so full of Hypocrites its sad. A&Rs;media & fans say they want originality but (cont) http://tl.gd/bmva6","twitter_cikm_2010"
"Dinner with @mes1012 and @zvickers3!","twitter_cikm_2010"
"RT @latimes Obama is called for jury duty, but he's kind of busy this week http://bit.ly/65BVec","twitter_cikm_2010"
"Let's see how long it takes mom to check her bbm","twitter_cikm_2010"
"@StephenTiffoney  lol  i can't  lol","Sentiment140"
"@lovemyhappiness is a thug","twitter_cikm_2010"
"How now Everyone, anyone up to anything good?? bored and need entertaining ","Sentiment140"
"I'm so pissed off! I don't even know what to think or say... ","Sentiment140"
"What can be higher than this?","twitter_cikm_2010"
"@Blogography I agree totally about iTunes 9. It breaks my heart to say it, but iTunes 9 can kiss my fat ass.","twitter_cikm_2010"
"@laurenboukas I can tell. Were cyber-bffs. :)","twitter_cikm_2010"
"RT @KevDon177: #ff all my sexy ladies @sexy__linsky @SheIsLaciDash @TrueBeauty_BFM @dollhousebuttah @monalisa21 @P (cont) http://tl.gd/4po82","twitter_cikm_2010"
"@SongzGirl Lol! We shall see! I like that I'm Followen u!  I don't Like not being Followed Back! (Wink!) ","Sentiment140"
"Rinky dink diamonds...dey dnt even make ur pinky bling","twitter_cikm_2010"
"GO PRE-ORDER OUR NEW CD ""THE FUHRER"" ON VICTORYRECORDS.COM! IT'S A CD/LIMITED EDITION T-SHIRT PACKAGE! ONLY 18 BUCKS! HELP US OUT! RT!","twitter_cikm_2010"
"Open Fashion salutes Veterans on this day. Thank you for your service. http://fb.me/3TZ3ASA","twitter_cikm_2010"
"Why it’s time to join the smartphone cult http://bit.ly/8Cu31j I still won't yet","twitter_cikm_2010"
"Fluent News Alert: Officials: U.S. Drone Strike Kills 4 in Pakistan ... http://news.fluentmobile.com/story/20592018","twitter_cikm_2010"
"I love ""White Liar"" by Miranda Lambert","twitter_cikm_2010"
"I b getting high just to balance out the lows! *fear*","twitter_cikm_2010"
"Grace unto you, and peace, from God our Father and the Lord Jesus Christ. 2 Thessalonians 1:2 http://bit.ly/44dMOZ #bible","twitter_cikm_2010"
"@x_drkskin oh i8 sounds good..how's ashanti","twitter_cikm_2010"
"go home take a hot bath or go out drinking?? hmmm....","twitter_cikm_2010"
"#imfromvirginia where bojangles & chic a sea have the best food ;; im over Churches chicken [s a h r r y]!!","twitter_cikm_2010"
"Really!? Place your bids: Silverdome goes on the block: The hard-hit city of Pontiac, Mich., is auction.. http://bit.ly/1JpZZC","twitter_cikm_2010"
"@sanjay LOL great shot of @jen_bonnett throwing her receipts :D","twitter_cikm_2010"
"rt @ronm3xico Step 1: Put hat in oven Step 2: ??? Step 3: Profit!","twitter_cikm_2010"
"RT @Cindyt94: trying to practice mock exam in english, I'm going crazy. >.<","twitter_cikm_2010"
"Took a breat to peep the @Jetzon beats I just got...MAN!","twitter_cikm_2010"
"@clarexsaula There was a bit of thunder yesterday, and he hid under the table. ","Sentiment140"
"Imma say get in line my liver already hates me lol RT @carma_jones: @1THEREGG oneday u n @kingkeayon r gonna realize that ur arteries hate u","twitter_cikm_2010"
"@Luwenskii oh so u not following me????","twitter_cikm_2010"
"@JUICY_LEWINSKY couple of freak bitches! Lol","twitter_cikm_2010"
"@skye282 i know..noticed that.maybe he was just proud of having a beauty at his side..or maybe the Valentino dress..lmao","twitter_cikm_2010"
"RT @GYANT: I really, REALLY, REALLY, hate stupid ppl. Heard that","twitter_cikm_2010"
"RT @TheMegatronDon *Superultracombobreakerfacepalm* RT @lilel  wow dilla did all of blueprint? im learning today...«WTF?!","twitter_cikm_2010"
"@_BellaCullen18_ Hey, Bella! It's been soo long since I last talk to you!  Whats up?","Sentiment140"
"@jtkola They do now. *CRUNCH* ;) #WVU #Mountaineers","twitter_cikm_2010"
"okay.. got to go eat dinner. i'll be back tomorrow  bye.","Sentiment140"
"ayodhya welcomes with modi modi chant and she still thinks mera jaadoo chal gaya types
lol hai bahut ","Twitter Sentiments Dataset"
"@DaveCore42 ain't gonna happen buddy. that itself is a form of sexism. see, it's such a tightrope act. good thing u can ask me ","Sentiment140"
"Yea... I totally sync-ed... I&#39;m just THAT much of a d0rk, lolz! ... http://lnk.ms/0SFR8","twitter_cikm_2010"
"me and my niggas love to get high eggs and steak sweet potato pie","twitter_cikm_2010"
".@belchin_bitch is looking to get 200 followers today. if you like 'em funny, profane, &amp; awesome, follow her ","Sentiment140"
"RT @GinaParris: Loving @randyElrod book Sex,Lies&Religion.Starts out w/real live story of great sex-on-the-beach.Mr. Parris booked a trip","twitter_cikm_2010"
"http://twurl.nl/s0mil7 Vivendi Said to Prepare Sale of Stake in NBC Universal: With the media company worth as much as $ http://url4.eu/T50X","twitter_cikm_2010"
"OK - scrap the iPlayer idea - seems I was destined to know the bloody outcome no matter what I did ","Sentiment140"
"@alibali619 you finally got a text published on tfln! Gooo ali :)","twitter_cikm_2010"
"As you go about your day today, keep your attention on how you are feeling, & keep filling yourself up with more & more good feelings. T ...","twitter_cikm_2010"
"@JessieKaitlin Oh  no  I'm sorry it's not working for you!  That is really odd!","Sentiment140"
"#moonfruit..... weekends ova... going to bed","twitter_cikm_2010"
"Meeting copywriters Hilton Downtown Limo drivers etc #bizlinc #Rva","twitter_cikm_2010"
"@AshleiMaterial Yeah I seen someone I hadn't seen in like forever and thought I never would.","twitter_cikm_2010"
"I'm surprised there's not a wayne TT yet.","twitter_cikm_2010"
"RT @LisaMaryie: My uncle just leaned over and said ,"" I got a secret. Joe Pa has been dead for 4 years.""GASP!!","twitter_cikm_2010"
"Grind Don't Stop. www.DrumlordsProd.com Rain, Sleet, Hail Or Snow!!! Let's Go!!","twitter_cikm_2010"
"Ugly girls quiet...pretty girls riot.","twitter_cikm_2010"
"@epitomeoflovely Aaww.Listenin 2 Music Without Me HuH!","twitter_cikm_2010"
"Virginia, New Jersey races may test Obama influence http://tinyurl.com/yhmsvmb","twitter_cikm_2010"
"Nobody does it like...she does! ? http://blip.fm/~k9aop","twitter_cikm_2010"
"@mrdarin no, you misunderstand living and working among the poor","twitter_cikm_2010"
"Hoje tenho que trabalhar. #uiui","twitter_cikm_2010"
"You must have a strong circadian rhythm! RT @Fly11: Well, my body just decided to quit sleeping against my own better judgement so i'm up!","twitter_cikm_2010"
"lol idk but he's got the ONLY tips P90X is no joke either they have bits but its still useful RT @TIFFANASTY @itsMainEvent scooby tho? lmfao","twitter_cikm_2010"
"@youromegagirl He's an idiot. Think almost every yr he has to interrupt the show. They should of kicked him out.","twitter_cikm_2010"
"@MzJayDPoo shit said ""I been tryna get at you on the low since high school"" C'mon dude!","twitter_cikm_2010"
"@Rikoshi awww, drink until they are smart then fox :-p","twitter_cikm_2010"
"RT @siimplymoney: RT @Jazzo0: @siimplymoney This ya type of girl I see....lol http://twitpic.com/rimks << put me on! Lmao @ precious lil sis","twitter_cikm_2010"
"@TPtotalpackage wonder who carried the kids! Hahaha","twitter_cikm_2010"
"@ohfishel_kewl nothingg really. Just cleaning up a bit, gonna eat, then watch a moviee. You ?","twitter_cikm_2010"
"@simplytiaja AND my nose is cold! haha","twitter_cikm_2010"
"check out @preciousweapons tonight at Avalon...they play at 8pm ... http://lnk.ms/1C5Kr","twitter_cikm_2010"
"Thank you for becoming a fan of Assorted Chocolates Entertainment! Information regarding upcoming appearances... http://bit.ly/NoqmG","twitter_cikm_2010"
"@K_Sin I mean bang me.","twitter_cikm_2010"
"@Brooklynnbk im doin ok just at work, wrting up some new songs between calls, finally friday. ","Sentiment140"
"prime minister country announced historical success filed space which make country 4th whole world where politics that only modi opposition rashtradarma for some people ","Twitter Sentiments Dataset"
"#wecantdate if your toe nails are hella big meaning wide and long for no reason -_-","twitter_cikm_2010"
"@Paynekilla I figured u were off lunch...sowwwry","twitter_cikm_2010"
"talkin to @Claraetg5... ilh","twitter_cikm_2010"
"I'm bout to get tatt tatt tatted up","twitter_cikm_2010"
"Duh perasaan gue ngga enak nih","twitter_cikm_2010"
"Online donations from Turkey Trotters for @SecondHarvestFB UPDATE: $17,000! www.active.com/donate/turkeytrot09 #dptt","twitter_cikm_2010"
"Everyday is #dilladay","twitter_cikm_2010"
"NJ turnpike. Sucks.","twitter_cikm_2010"
"good morning everyone!! early start for me...en route to work. have a good day!","twitter_cikm_2010"
"@itsjamieeexo HAHAHA AW BBY! no i want to remember it cause its gunna bother me if i don't, hahaha ","Sentiment140"
"@MrConfident29 whats that supposed to mean!???","twitter_cikm_2010"
"Nashville, TN: Where some of the best musicians, songwriters, and producers in the entire world come together and create whiney crap. #fb","twitter_cikm_2010"
"Alright Saints!  http://tweetphoto.com/8879315","twitter_cikm_2010"
"The Toyota flower?  Blows my mind. Toyota invents new pollution-fighting flower species: http://bit.ly/2tEWeJ  (via @K8Meier) // Wow, cool!","twitter_cikm_2010"
"@300268 We are glad to help with this. Which iOS version is your iPhone using in Settings &gt; General &gt; About?","Customer Support on Twitter"
"dont know any candidate will vote for modi jinot for xyz
all same
bharat mata jai","Twitter Sentiments Dataset"
"Nice relaxing night of staying in.","twitter_cikm_2010"
"@ENMagnifico Yay! :)","twitter_cikm_2010"
"Wish I was from the MidWest so I could tell UpNorth ppl the same thing they tell DownSouth ppl. ""Y'all don't get no REAL snow!!""...POW!!!","twitter_cikm_2010"
"@543569 @AirbnbHelp Thank you for the quick response Sarah &amp; Team!","Customer Support on Twitter"
"What is best in life?!","twitter_cikm_2010"
"@surprisitsmytym south beach","twitter_cikm_2010"
"Good morning twitsters. Getting ready then off to the studio to meet w my producer. Excited. Let y'all kno how it goes!","twitter_cikm_2010"
"@The6footer Rite Now"" http://limelinx.com/files/02a377a4bdcd8c3613af292384fbc01f","twitter_cikm_2010"
"Steve Jobs was named CEO of the Decade. http://bit.ly/20LnIt.  Apples growth over the last 10 years is amazing!","twitter_cikm_2010"
"hmm... i wonder just how much you can fit into this  backpack? guess i will find out ","Sentiment140"
"@brol1k I'm here","twitter_cikm_2010"
"Gotta run to da store then back to watch da Mieneke Bowl.","twitter_cikm_2010"
"Heyyyyy tweeps! It's been a while! Hope everyone's doing well! Glad to be back!!! God is doing great things in the lives of his people!!!!!!","twitter_cikm_2010"
"I don't hate many but holy shit the douchebags on this Million Dollar Listing show are on top. Chad can choke on a broken glass bottle.","twitter_cikm_2010"
"@MorochPartners Thank you for all of your help on these campaigns.  Share the Power of a Wish®","twitter_cikm_2010"
"When you buy a gun, what is the first accessory you get and why?","twitter_cikm_2010"
"@pjws_lfc Yup, yup. Aye, I wondered if you ever finished The Wire. Been watching the fifth season again on the Beeb. Amazing.","twitter_cikm_2010"
"feeling sick.... kinda","twitter_cikm_2010"
"Watching Jay Leno's last show on the Tonight Show! ","Sentiment140"
"@taylorswift13 HILARIOUS on SNL :) Awesome!","twitter_cikm_2010"
"@451717 If you think your account isn't secure, please change your password.","Customer Support on Twitter"
"When meant - sorry - is a powerful word.","twitter_cikm_2010"
"NRO: #TIME's ridiculous ""Decade from Hell"" cover http://is.gd/59gmE #mediabias #news #tcot #sgp","twitter_cikm_2010"
"Stressing out real bad :(","twitter_cikm_2010"
"the hangover, funny movie and a wonderful evening ","Sentiment140"
"@Casino_VdDown EAST SIDEEEEEEEEEEEEE...LMAO","twitter_cikm_2010"
"sir impress voters tdpncbn not worry jagankcr jsppawan request voters kedikcrchormodi intention avoid one lakh crs due krishnagodavari waters 5crsap tell the voters 4yrs tdp with bjpmodi get funds only after realise modi against cameout","Twitter Sentiments Dataset"
"@mistimalaysia ...yeah did you go to RIORAVE101 ...for elementary school. ..","twitter_cikm_2010"
"@katestacy Nice job tweeting today.","twitter_cikm_2010"
"@williamsociety Nothing better than vintage porn. LOL","twitter_cikm_2010"
"Mike vick returns to a-town today!","twitter_cikm_2010"
"@dinoraconteuse isnt this US only?","twitter_cikm_2010"
"HEEEEY GUYS! DID YOU MISS ME???..... LOL","twitter_cikm_2010"
"Shatner reads Sarah Palin's Farewell Speech, hilarious.  Hey, it's a moment in the spotlight!  http://tinyurl.com/lgqpk9","twitter_cikm_2010"
"@BeeSoExotic lol it'll b aight","twitter_cikm_2010"
"I wanna have a hangover night after graduation! Who comin wit?","twitter_cikm_2010"
"Just read an article that stated honey and garlic have amazing healing and medicinal properties. Combined together they are natural healers","twitter_cikm_2010"
"campaign day address rallies states koraput ","Twitter Sentiments Dataset"
"@bizzarelibility Follow me! (xi fa shui LOL) Let's twit twit! ","Sentiment140"
"@tagnew AND IM NOT ONE OF THEM?? ","Sentiment140"
"I'm listening to Brooklyn Academy (Verse) by Immortal Technique ?http://2dj.me/yncb","twitter_cikm_2010"
"@chinang bread lang pala let me know when you will visit Capricciosa  garlic toast lang meron namin ha..","Sentiment140"
"S/0 2 @TheDivaMom_Sass 4 gettn da AK ready 4 da war. I luv my twiz.","twitter_cikm_2010"
"@alwayshonestguy Thanks so much- your words are added!","twitter_cikm_2010"
"@luxuriousnat I'd kill for that mexican food right now. I realized I didn't eat all day. #nobueno","twitter_cikm_2010"
"Learn to say ‘no’ to the good so you can say ‘yes’ to the best. - john c. maxwell http://tumblr.com/xnt37r9gb","twitter_cikm_2010"
"@adclaidekanes she looks so good in regular clothes why couldn't reign have ended BEFORE PILOT SEASON.....","Depression - Twitter Dataset + Feature Extraction"
"@CourtneyFrie Oh! Yeah the zooming makes it happen with the size adjustment.  No biggie nor can i really do much about it.  Thanks court!!","twitter_cikm_2010"
"@Tesco Do you plan to take the Chewbacca kids onesie advertised in your Christmas book into stock? There's no item online 😔","Customer Support on Twitter"
"I'm rambling so it seems.... ","Sentiment140"
"wait, when was rape an acceptable joke?  how has @YouTube not murdered this @andymilonakis clip yet??  http://tr.im/z0WS","twitter_cikm_2010"
"dat waz super of b 2 let taylor cum back out n speak","twitter_cikm_2010"
"Oct 30 - the wait is over - Boondock Saints II IS ALMOST HERE: http://www.aintitcool.com/node/42241","twitter_cikm_2010"
"Heating it up in the kitchen making some zuccini bread muffins!","twitter_cikm_2010"
"Gr8 cruise travel tweets @CruiseFacts, @CruiseLog, @CruiseCritic, @CruiseEditor, @CruiseBuzz, @caribparadise, @cruiseandblog #TT","twitter_cikm_2010"
"@Thejebous how much?","twitter_cikm_2010"
